username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,,,,,,,
DevrishiA,05/05/2020 00:12:00,0,2,Best and common immunity booster to increase immunity and be strong against any Viruse... We request to @ICMRDELHI @icmrnirrh @narendramodi for research and promote to fight against COVID -19. #immunityboosters #immunityagainstcovid19 #AarogyaSetu pic.twitter.com/sKC3yOPNXc,,@ICMRDELHI @icmrnirrh @narendramodi,#immunityboosters #immunityagainstcovid19 #AarogyaSetu,1.25732E+18,https://twitter.com/DevrishiA/status/1257319737798701064,,,,,,,
MrDanny3,05/05/2020 00:11:00,0,1,CoronaVirus: Covid-19 condition in Pakistan https:// danishebad.blogspot.com/2020/05/covid- 19-condition-in-pakistan.html?spref=tw … #5GCoronavirus #2019nCoV #Assnat #7News #AriseDonates #9News #BAME #AplausoSanitario #AarogyaSetu #Americans #COVIDー19 #COVID19 #coronavirus #TigerForce,,,#5GCoronavirus #2019nCoV #Assnat #7News #AriseDonates #9News #BAME #AplausoSanitario #AarogyaSetu #Americans #COVID #COVID19 #coronavirus #TigerForce,1.25732E+18,https://twitter.com/MrDanny3/status/1257319514456289280,,,,,,,
thetribunechd,05/05/2020 00:10:00,1,2,#AarogyaSetu app registers 9 crore downloads: Kant https://www. tribuneindia.com/news/nation/aa rogya-setu-app-registers-9-crore-downloads-kant-80317#.XrApYZLA8xM.twitter …,,,#AarogyaSetu #,1.25732E+18,https://twitter.com/thetribunechd/status/1257319242531082242,,,,,,,
MrDanny3,05/05/2020 00:10:00,0,0,CoronaVirus: Latest research work on Covid-19 https:// danishebad.blogspot.com/2020/04/latest -research-work-on-covid-19.html?spref=tw … #5GCoronavirus #2019nCoV #Assnat #7News #AriseDonates #AllInIllinois #1u #9News #AWANInews #APFightsCorona #AarogyaSetu #Americans,,,#5GCoronavirus #2019nCoV #Assnat #7News #AriseDonates #AllInIllinois #1u #9News #AWANInews #APFightsCorona #AarogyaSetu #Americans,1.25732E+18,https://twitter.com/MrDanny3/status/1257319105176072193,,,,,,,
svaradarajan,05/05/2020 00:06:00,27,58,Why does the app seek user consent when the government has made it mandatory to download for all office workers? And how do we force the government to make changes in the app if there is no choice? @anujsrivas asks six questions about #AarogyaSetu https:// thewire.in/tech/aarogya-s etu-six-questions-for-the-centre-on-the-covid-19-contact-tracing-app …,,@anujsrivas,#AarogyaSetu,1.25732E+18,https://twitter.com/svaradarajan/status/1257318125252472832,,,,,,,
IndiaKravMaga,04/05/2020 23:59:00,0,0,India's Covid-19 app fuels worries over #authoritarianism and #surveillance #AarogyaSetu https://www. theguardian.com/world/2020/may /04/how-safe-is-it-really-privacy-fears-over-india-coronavirus-app …,,,#authoritarianism #surveillance #AarogyaSetu,1.25732E+18,https://twitter.com/IndiaKravMaga/status/1257316404291747854,,,,,,,
mishra_dileep,04/05/2020 23:59:00,0,0,#AarogyaSetu में अभी भी यह प्रश्न क्यों पूछा जाता है कि क्या आपने पिछले 14 दिन में कोई विदेश यात्रा की है? जबकि इंटरनेशनल फ्लाइट बंद हुए ही महीनों से ज्यादा हो गए हैं?,,,#AarogyaSetu,1.25732E+18,https://twitter.com/mishra_dileep/status/1257316374579302408,,,,,,,
IndiaKravMaga,04/05/2020 23:56:00,0,0,How to piss people off with #authoritarian behaviour! India’s colonial brown sahib #Babudom has a #culturalproblem ! @narendramodi @BJP4India learnt no lessons from #Aadhar . #aarogyasetu #privacy #india #SurveillanceState #freedom #Democracy https://www. hindustantimes.com/india-news/mak ing-aarogya-setu-app-mandatory-can-lead-to-legal-challenges-experts/story-gJz7fcUxamEwtAbtiI0fnI.html …,,@narendramodi @BJP4India,#authoritarian #Babudom #culturalproblem #Aadhar #aarogyasetu #privacy #india #SurveillanceState #freedom #Democracy,1.25732E+18,https://twitter.com/IndiaKravMaga/status/1257315572280246272,,,,,,,
The_Samriddhi,04/05/2020 23:53:00,0,0,Commendable job Sorry for responding late. I think #AarogyaSetu is doing good. But this is also great. I would love to know more about it! how it works? And share this at @mygovindia website with PDF or video regarding working of this application. https:// twitter.com/sudhanpsg/stat us/1243549035811573761 …,,@mygovindia,#AarogyaSetu,1.25731E+18,https://twitter.com/The_Samriddhi/status/1257314964647206913,,,,,,,
swarajexpresstv,04/05/2020 23:51:00,0,1,Rajneeti : क्या निजता पर हमला है आरोग्य सेतु ऐप? @RahulGandhi @priyankagandhi @rsprasad @sanjaykchadha @INCIndia @BJP4India #AarogyaSetuApp #AarogyaSetu #COVID19 #coronavirus #CoronaUpdatesInIndia #Cyberlaw #DigitalTransformation #COVIDー19 #lockdownhustle #coronavirus pic.twitter.com/OruIgK812N,,@RahulGandhi @priyankagandhi @rsprasad @sanjaykchadha @INCIndia @BJP4India,#AarogyaSetuApp #AarogyaSetu #COVID19 #coronavirus #CoronaUpdatesInIndia #Cyberlaw #DigitalTransformation #COVID #lockdownhustle #coronavirus,1.25731E+18,https://twitter.com/swarajexpresstv/status/1257314530289311750,,,,,,,
yespunjab,04/05/2020 23:45:00,0,1,Wary of #AarogyaSetu ? What about #TikTok : #RSS eco wing http:// owl.li/uXKR30qD42h pic.twitter.com/Z4m1QONTaz,,,#AarogyaSetu #TikTok #RSS,1.25731E+18,https://twitter.com/yespunjab/status/1257313006486122496,,,,,,,
iampiush,04/05/2020 23:44:00,0,0,#AarogyaSetu Mitr allows the users to book doorstep lab tests. Mitr has listed 1mg,,,,,,,,,,,,
IndiaKravMaga,04/05/2020 23:43:00,0,0,Sensitive nature of data validates #privacy concerns over Centre's #AarogyaSetu app; legislation with 'sunset clause' can curb potential misuse - Firstpost https://www. firstpost.com/health/sensiti ve-nature-of-data-validates-privacy-concerns-over-centres-aarogya-setu-app-legislation-with-sunset-clause-can-curb-potential-misuse-8326461.html …,,,#privacy #AarogyaSetu,1.25731E+18,https://twitter.com/IndiaKravMaga/status/1257312518839517185,,,,,,,
deshkasaathi,04/05/2020 23:43:00,0,0,Comments from @INCIndia for #AarogyaSetu app shows that they can go to any extent to be anti India and anti Govt. And create everything for votes and their corrupt hunger. This party should be thrown out everywhere. Pappu is not deranged and dangerous. #RahulGandhi,,@INCIndia,#AarogyaSetu #RahulGandhi,1.25731E+18,https://twitter.com/deshkasaathi/status/1257312474908332032,,,,,,,
ankvenky,04/05/2020 23:40:00,1,1,- @SetuAarogya The most useful app right now. #AarogyaSetu #IndiaFightsCorona #StayHomeStaySafe Plz do install and follow all safety precautions. https:// play.google.com/store/apps/det ails?id=nic.goi.aarogyasetu … pic.twitter.com/rVq35mnwAT,,@SetuAarogya,#AarogyaSetu #IndiaFightsCorona #StayHomeStaySafe,1.25731E+18,https://twitter.com/ankvenky/status/1257311754859630593,,,,,,,
wildcard79,04/05/2020 23:39:00,0,0,#AarogyaSetu and #Aadhaar both! Both are serious threats to security. @RahulGandhi You cannot ignore the issues with Aadhaar. #DestroyTheAadhaar,,@RahulGandhi,#AarogyaSetu #Aadhaar #DestroyTheAadhaar,1.25731E+18,https://twitter.com/wildcard79/status/1257311430279192578,,,,,,,
HPCL,04/05/2020 23:38:00,17,31,To ensure smooth and safe refuelling experience for our customers and FMSs,,,,,,,,,,,,
DilipDa60259821,04/05/2020 23:35:00,0,3,Defeat the COVID-19 menace by leveraging technology! #AarogyaSetu App @SetuAarogya https:// twitter.com/narendramodi/s tatus/1247816258571165697 … via NaMo App,,@SetuAarogya,#AarogyaSetu,1.25731E+18,https://twitter.com/DilipDa60259821/status/1257310382470754309,,,,,,,
yatinthakur,04/05/2020 23:34:00,0,1,India's solution to contact tracing is working out to some extent,,,,,,,,,,,,
I_mvishnu,04/05/2020 23:25:00,0,0,Undoubtedly ,,,,,,,,,,,,
swarajexpresstv,04/05/2020 23:25:00,0,3,#Rajneeti : सवालों के घेरे में आरोग्य सेतु ऐप @RahulGandhi @priyankagandhi @rsprasad @sanjaykchadha #AarogyaSetuApp #AarogyaSetu #COVID19 #coronavirus #CoronaUpdatesInIndia #COVIDー19 #lockdownindia #lockdownhustle #coronavirus pic.twitter.com/nXARozmsJ0,,@RahulGandhi @priyankagandhi @rsprasad @sanjaykchadha,#Rajneeti #AarogyaSetuApp #AarogyaSetu #COVID19 #coronavirus #CoronaUpdatesInIndia #COVID #lockdownindia #lockdownhustle #coronavirus,1.25731E+18,https://twitter.com/swarajexpresstv/status/1257307804144029701,,,,,,,
ndtv,04/05/2020 23:24:00,18,168,"Excuse for surveillance state..."": Shashi Tharoor on #AarogyaSetu https://www. ndtv.com/india-news/sha shi-tharoor-on-aarogya-setu-app-excuse-for-surveillance-state-2223182 … pic.twitter.com/NvhqxzeVj3""",,,#AarogyaSetu,1.25731E+18,https://twitter.com/ndtv/status/1257307608383250432,,,,,,,
infologyhindi,04/05/2020 23:22:00,0,0,All Redmi users must watch this video. Video Link - https:// youtu.be/tLfwesrshMY #xiaomi #redmi #redminote8 #redminote8pro #aarogyasetu #aarogyasetuapp #voda #vodafone #vodafoneindia #free #freedata #tech #technews #Technology #safety #technology #WhatsApp #AarogyaSetu pic.twitter.com/xnVq8JJL7l,,,#xiaomi #redmi #redminote8 #redminote8pro #aarogyasetu #aarogyasetuapp #voda #vodafone #vodafoneindia #free #freedata #tech #technews #Technology #safety #technology #WhatsApp #AarogyaSetu,1.25731E+18,https://twitter.com/infologyhindi/status/1257307044312346626,,,,,,,
DilipDa60259821,04/05/2020 23:20:00,1,1,मैं सुरक्षित। हम सुरक्षित। देश सुरक्षित Please download #AarogyaSetu जान है तो जहान है #SocialDistancing is the key to success against #Coronavirus HumAndarCoronaBahar #StayHome #StaySafe We all together will defeat #Coronavirus . pic.twitter.com/3CzzvjOOWe,,,#AarogyaSetu #SocialDistancing #Coronavirus #StayHome #StaySafe #Coronavirus,1.25731E+18,https://twitter.com/DilipDa60259821/status/1257306538647019520,,,,,,,
SmartPune,04/05/2020 23:19:00,0,9,#AarogyaSetu pic.twitter.com/Beil93ccxr,,,#AarogyaSetu,1.25731E+18,https://twitter.com/SmartPune/status/1257306415099572233,,,,,,,
PaavBheja,04/05/2020 23:18:00,0,1,#AarogyaSetu app ko Aadhaar card se link karna hai kya ??? #COVID,,,#AarogyaSetu #COVID,1.25731E+18,https://twitter.com/PaavBheja/status/1257306147523973123,,,,,,,
SecondRepublic1,04/05/2020 23:15:00,0,1,IS the #AarogyaSetu app running on 80 million Indian smart phones operating on NSO's Fleming program,,,,,,,,,,,,
sniffthenews,04/05/2020 23:15:00,1,1,Here the party should have an committee to look into the contradictory statements made by it's party leadership. #CongressForIndia #AarogyaSetu https:// twitter.com/PTI_News/statu s/1257304773084119041 …,,,#CongressForIndia #AarogyaSetu,1.25731E+18,https://twitter.com/sniffthenews/status/1257305230661705734,,,,,,,
DILIPKUMAR9990,04/05/2020 23:10:00,0,1,#AarogyaSetu now trusted by more than 9 crore / 90 million Indians. #IndiaFightsCorona मैं सुरक्षित । हम सुरक्षित । भारत सुरक्षित | Download the app,,,,,,,,,,,,
SetuAarogya,04/05/2020 23:01:00,250,1090,#AarogyaSetu now trusted by more than 9 crore / 90 million Indians. #IndiaFightsCorona मैं सुरक्षित । हम सुरक्षित । भारत सुरक्षित | Download the app,,,,,,,,,,,,
VinayMaharshi21,04/05/2020 22:47:00,0,2,So what you guys think? Let me know in the comments! #COVIDー19 #AarogyaSetuApp #AarogyaSetu #COVID19 #IndiaFightsCoronavirus pic.twitter.com/hoIPZV7MXS,,,#COVID #AarogyaSetuApp #AarogyaSetu #COVID19 #IndiaFightsCoronavirus,1.2573E+18,https://twitter.com/VinayMaharshi21/status/1257298358357520385,,,,,,,
anandbhansali1,04/05/2020 22:40:00,1,2,#AarogyaSetu now trusted by more than 9 crore / 90 million Indians. मैं सुरक्षित । हम सुरक्षित । भारत सुरक्षित | pic.twitter.com/X0m6l3fzHg,,,#AarogyaSetu,1.2573E+18,https://twitter.com/anandbhansali1/status/1257296432018739206,,,,,,,
Smita_Sharma,04/05/2020 22:35:00,1,8,Phased evacuation of Indians stranded overseas to begin from May 7 through special aircrafts/ naval ships. Evacuees will have to register on #AarogyaSetu upon return & go through #Quarantine process @PIBHomeAffairs @PIB_India @DG_PIB @COVID19centre @capt_amarinder @MoHFW_INDIA pic.twitter.com/jQYYTmu1mh,,@PIBHomeAffairs @PIB_India @DG_PIB @COVID19centre @capt_amarinder @MoHFW_INDIA,#AarogyaSetu #Quarantine,1.2573E+18,https://twitter.com/Smita_Sharma/status/1257295384277204997,,,,,,,
BiggDeals4U,04/05/2020 22:35:00,1,4,#AarogyaSetu App Now Mandatory for Public,,,,,,,,,,,,
manishawho,04/05/2020 22:33:00,0,0,Everyone's so concerned about the black market sale of zoom data and whether Aarogya Setu app is leaking data too.. What privacy dude? I come from a brown household,,,,,,,,,,,,
BJP4NoidaMN,04/05/2020 22:32:00,0,0,Aarogya Setu App | Hindi Version https:// youtu.be/2256zHhxy5w Go and install #arogyasetuapp now & secure & safe yourself,,,,,,,,,,,,
swarajexpresstv,04/05/2020 22:31:00,1,1,#Rajneeti : क्या निजता पर हमला है आरोग्य सेतु ऐप? देखिये मेरे शो राजनीति में आज शाम 7 बजे,,,,,,,,,,,,
arnabthakur,04/05/2020 22:31:00,19,145,#AarogyaSetu now trusted by more than 9 crore / 90 million Indians. मैं सुरक्षित । हम सुरक्षित । भारत सुरक्षित | pic.twitter.com/slg6c6YSu8,,,#AarogyaSetu,1.25729E+18,https://twitter.com/arnabthakur/status/1257294245183942656,,,,,,,
MusafirNamah,04/05/2020 22:15:00,0,0,#coronavirusindia 90 million people have downloaded Aarogya Setu App so far: Amitabh Kant #CoronaVirus #Covid19 #pandemic #InfectiousDisease #CoronaVirusUpdate #AarogyaSetu,,,#coronavirusindia #CoronaVirus #Covid19 #pandemic #InfectiousDisease #CoronaVirusUpdate #AarogyaSetu,1.25729E+18,https://twitter.com/MusafirNamah/status/1257290234187808768,,,,,,,
manishkapadiya,04/05/2020 22:03:00,1,4,#AarogyaSetu now brings to you to Online Medical Consultations (call and video),,,,,,,,,,,,
hpcl_retail,04/05/2020 22:00:00,19,34,To fight the virus,,,,,,,,,,,,
ParasKGhelani,04/05/2020 21:55:00,33,47,. @RahulGandhi your lies busted again... Don't mislead indian people. #AarogyaSetuApp doesn't invade our privacy Says . @advocatekhushbu & . @brajeshksingh in artilce in The Daily Guardian. #AarogyaSetu . @mansukhmandviya . @OfficeOf_MM . @SetuAarogya . @INCIndia . @rssurjewala pic.twitter.com/fmkGByQloP,,@RahulGandhi @advocatekhushbu @brajeshksingh @mansukhmandviya @OfficeOf_MM @SetuAarogya @INCIndia @rssurjewala,#AarogyaSetuApp #AarogyaSetu,1.25729E+18,https://twitter.com/ParasKGhelani/status/1257285133058682880,,,,,,,
steve_hanke,04/05/2020 21:52:00,78,143,What is the point of #AarogyaSetu ? The app notifies you if you're near those who tested positive for #COVID19 . But,,,,,,,,,,,,
Balwant21101985,04/05/2020 21:50:00,2,4,#IndiaFightsCorona #AarogyaSetu https:// twitter.com/AshwiniKChoube y/status/1257233670328352769 …,,,#IndiaFightsCorona #AarogyaSetu,1.25728E+18,https://twitter.com/Balwant21101985/status/1257283900575043587,,,,,,,
airnews_nagpur,04/05/2020 21:48:00,0,0,#AarogyaSetu #भंडारा जिल्ह्यातील टाळेबंदीमुळे नागरिकांचे मोठ्या प्रमाणात आर्थिक नुकसान झाले असून नव्या अधिसूचनेनुसार टाळेबंदी शिथिल करून रोजगार देण्याच्या दृष्टीने जिल्ह्यातील लहान मोठे उद्योग तातडीने सुरू करण्याचे निर्देश विधानसभा अध्यक्ष नाना पटोले यांनी जिल्हा प्रशासनाला दिले. pic.twitter.com/64CcJ5jCrf,,,#AarogyaSetu #,1.25728E+18,https://twitter.com/airnews_nagpur/status/1257283528007446529,,,,,,,
Tech_4world,04/05/2020 21:33:00,0,0,New video ,,,,,,,,,,,,
jagat_darak,04/05/2020 21:29:00,1,2,#AarogyaSetu is an important step in our fight against #COVID -19. By leveraging technology,,,,,,,,,,,,
notamemepage_,04/05/2020 21:15:00,0,1,People use irrelevant hashtags just to get likes I mean wth? #QuarantineLife #JUNE_IS_FOR_BLACKPINK #hashtag_trending #IAmGettingSoTiredOf #AarogyaSetu,,,#QuarantineLife #JUNE_IS_FOR_BLACKPINK #hashtag_trending #IAmGettingSoTiredOf #AarogyaSetu,1.25728E+18,https://twitter.com/notamemepage_/status/1257275193325568000,,,,,,,
thefirstindia,04/05/2020 21:04:00,0,1,The government’s contact tracing app #AarogyaSetu has been downloaded in 90 million smartphones across the country,,,,,,,,,,,,
ShashiTharoor,04/05/2020 20:58:00,127,521,More substantiation for my concerns about the #AarogyaSetu app from experts quoted in @guardian : https://www. theguardian.com/world/2020/may /04/how-safe-is-it-really-privacy-fears-over-india-coronavirus-app?CMP=Share_iOSApp_Other …,,@guardian,#AarogyaSetu,1.25727E+18,https://twitter.com/ShashiTharoor/status/1257270842360164353,,,,,,,
Shivangibindas2,04/05/2020 20:57:00,1,1,If we all want the awareness of cornavirus ..So download the Aarogya Setu app,,,,,,,,,,,,
LaxmanJangid17,04/05/2020 20:48:00,0,0,प्रधानमंत्री के लिए आम भारतीय का हित ही पहली प्राथमिकता है और आम भारतीय के स्वास्थ्य से अभिन्न रूप से जुड़ा है #AarogyaSetu ऐप #ABPNews पर... @RajivPratapRudy pic.twitter.com/Xqom8pLksq,,@RajivPratapRudy,#AarogyaSetu #ABPNews,1.25727E+18,https://twitter.com/LaxmanJangid17/status/1257268238565748744,,,,,,,
indiatvnews,04/05/2020 20:39:00,1,31,The government’s contact tracing app #AarogyaSetu has been downloaded in 90 million smartphones across the country,,,,,,,,,,,,
hpcl_retail,04/05/2020 20:27:00,16,34,A smartphone with the #AarogyaSetu app is all you need to stay updated and get alerted on COVID-19. iOS: https:// apple.co/3ahZF42 Android: https:// bit.ly/2VH3tGH #COVID19 #SaluteCoronaFighters #HarEkKaamDeshKeNaam #DoGazDoori @HPCL @Rg03Goel pic.twitter.com/MfrhXcPowS,,@HPCL @Rg03Goel,#AarogyaSetu #COVID19 #SaluteCoronaFighters #HarEkKaamDeshKeNaam #DoGazDoori,1.25726E+18,https://twitter.com/hpcl_retail/status/1257263006053875712,,,,,,,
ShashiTharoor,04/05/2020 20:01:00,485,2127,The Government's requirement that the #AarogyaSetu app is now mandatory for all employees,,,,,,,,,,,,
NewsWrap360,04/05/2020 19:29:00,0,0,#Leh में सभी निवासियों के लिए #AarogyaSetu ऐप को अनिवार्य कर दिया गया है pic.twitter.com/2w1uJltBgo,,,#Leh #AarogyaSetu,1.25725E+18,https://twitter.com/NewsWrap360/status/1257248441236766720,,,,,,,
archimags,04/05/2020 19:04:00,1,1,We are in the hands of a power hungry govt that wants to use such tech + Aadhaar to stay in power forever. There is no hope of govt protection for anything anymore.. And less said about the SC,,,,,,,,,,,,
nanditathhakur,04/05/2020 18:54:00,3,19,जैसे ही पुलिस ने यह गाडी इस तरह रखी मैंने तुरंत ही #AarogyaSetu app खोल कर ५००मि ,,,,,,,,,,,,
fx16news,04/05/2020 18:51:00,0,3,Leh District in UT #Ladakh made #AarogyaSetu app mandatory for all the residents pic.twitter.com/zfDhJmPEeF,,,#Ladakh #AarogyaSetu,1.25724E+18,https://twitter.com/fx16news/status/1257239029709496320,,,,,,,
thinkwithwomen,04/05/2020 18:50:00,0,0,The third phase of the countrywide Lockdown 3.0 begins from 4 May http:// thinkwithwomen.com/the-third-phas e-of-the-countrywide-lockdown-3-0-begins-from-4-may/ … #StayHomeStaySafe #IndiaFightsCorona #SocialDistancing #Covid_19 #StayAtHome #AarogyaSetu #LockdownExtended #lockdown #coronavirus @nishitniorwings pic.twitter.com/nxW2pKN4w9,,@nishitniorwings,#StayHomeStaySafe #IndiaFightsCorona #SocialDistancing #Covid_19 #StayAtHome #AarogyaSetu #LockdownExtended #lockdown #coronavirus,1.25724E+18,https://twitter.com/thinkwithwomen/status/1257238618751541251,,,,,,,
airnewsalerts,04/05/2020 18:48:00,24,131,Leh District in UT #Ladakh made #AarogyaSetu app mandatory for all the residents pic.twitter.com/YCoiSZbJI6,,,#Ladakh #AarogyaSetu,1.25724E+18,https://twitter.com/airnewsalerts/status/1257238210544988164,,,,,,,
avitiwariii,04/05/2020 18:36:00,0,0,जब #AarogyaSetu डाउनलोड करेगा इंडिया सारा,,,,,,,,,,,,
HaridasKishore,04/05/2020 18:33:00,0,3,state building under the reign of an undeclared emergency. #AarogyaSetu #PMCARESFund #PMCARES #Modi #Lockdown #COVID19,,,#AarogyaSetu #PMCARESFund #PMCARES #Modi #Lockdown #COVID19,1.25723E+18,https://twitter.com/HaridasKishore/status/1257234320747638784,,,,,,,
gauravvarmani,04/05/2020 18:29:00,1,4,जिसके परिवार ने #रामसेतु को नहीं माना उसका वारिस #AarogyaSetu कैसे मानेगा ?? #AarogyaSetuApp,,,# #AarogyaSetu #AarogyaSetuApp,1.25723E+18,https://twitter.com/gauravvarmani/status/1257233274696536064,,,,,,,
AnuragKul4343,04/05/2020 18:24:00,0,0,लगता है #AarogyaSetu के बाद अब सरकार को #पीने_हेतु ( #PeeneHetu ) ऐप बनानी होगी। जिस तरीके से लोगों ने लॉक डाउन और सोशल डिसेंडिंग का बंटाधार की है। उसका रिजल्ट बहुत ही घातक होगा। pic.twitter.com/QQPhH0irjq,,,#AarogyaSetu # #PeeneHetu,1.25723E+18,https://twitter.com/AnuragKul4343/status/1257232229123731457,,,,,,,
newslaundry,04/05/2020 18:24:00,8,18,From overseeing the administration that is cracking the whip on protesting students and academics to expanding the surveillance of citizens through #AarogyaSetu ,,,,,,,,,,,,
thakurprakashk,04/05/2020 18:14:00,0,0,https:// thenextweb.com/security/2020/ 05/04/facebook-backed-jio-leaked-trove-of-coronavirus-app-data-because-it-didnt-have-a-password/ … @sambitswaraj @DoctorRichaBjp @AdvaitaKala This is the reason,,,,,,,,,,,,
eChhapu,04/05/2020 18:10:00,3,4,આરોગ્ય સેતુ એપ દરેક જાગૃત નાગરિકે પોતે કોરોના વાયરસના સંક્રમણથી સુરક્ષિત છે તેની ખાતરી કરવા આ એપ ડાઉનલોડ કરી છે. શું તમે પણ આ એપ ડાઉનલોડ કરી છે? જો હા તો કમેન્ટ્સમાં આપ આપના સ્ક્રીનશોટ જરૂર શેર કરીને અન્યોને પણ આ એપ ડાઉનલોડ કરવા પ્રેરિત કરો. #AarogyaSetuApp #AarogyaSetu pic.twitter.com/geqDmoC9ob,,,#AarogyaSetuApp #AarogyaSetu,1.25723E+18,https://twitter.com/eChhapu/status/1257228682843901952,,,,,,,
